text_segment_size
2129
3543
6671
2342
3393
3625
746
1730
18974
926
604
56
761
20579
527
7783
881
2748
11326
209
1927
161
1129
2715
2150
2370
1779
10327
2129
703
1732
2116
1654
1345
190
6256
56812
9826
1877
5853
10276
130949
23888
3105
2775
610
822
1067
284
3016
3307
151
8097
2790
834
429
2039
10458
10003
261
2236
18027
932
2825
593
533
639
1637
243
170
481
321
4303
1135
854
37662
12635
3175
21412
950
197
656
4301
2140
951
4807
529
270
403
8497
10796
8065
170
6998
797
254
2575
2102
1252
513
6512
1018
8307
81
567971
3539
905
4751
9901
1685
1720
4878
6235
87
1182
1607
3064
5847
3919
479
1405
5850
6654
3050
15717
623
17284
1299
94
111
589
262144
798
2137
6377
2225
3310
3065
735
7687
731
1635
2107
2781
1422
3915
543
1631
4801
1042
12426
1222
1750
3547
787
2107
9010
64
2357
1916
4132
1325
4028
90682
7041
8126
10778
256
1333
1114
1676
2478
1455
325
2892
869
797
1267
573
177
573
579
4252
449
2979
7396
737
5826
579
2102
3746
167
254
4157
2384
2928
1033
2196
78068
7709
4955
1079
55
5690
2056
280
6375
17292
3412
174
810
18185
3861
903
9909
4675
1808
476
17566
2887
4961
3050
356
5944
7279
816
1975
912
7477
44449
2773
53
375
3727
4401
7763
364
4407
8306
11971
8240
15055
15834
4390
3678
1952
3765
2813
19725
4031
423
1177
6592
4656
1327
705
326
0
11736
3960
695
259
35457
1622
4468
12862
1339
1876
105
7069
3730
13816
1690
16063
495
908
3644
1844
6842
1137
1425
1394
2080
407
2189
39227
30593
6393
726
4580
337
2765
17242
4911
3359
10090
697
546
7928
391
12012
1464
2424
1754
5191
567
6062
4652
14181
1958
4516
2069
10614
4091
12449
1056
350
1010
1350
7791
11057
757
265
1189
10835
378
1040
48950
5497
6784
664
269
510
25589
74
956
1306
544
1651
4430
582
13965
4779
240
1209
463
12250
2211
361
1112
3448
331
2370
53
2105
3111
11281
23438
948
164
2411
15011
9551
363
2162
1203
1427
1450
896855
371
634
1806
5980
680
21600
472
505
1754
4665
21714
33931
4002
12761
1961
1341
7381
560
930
441
1840
26003
1024
3416
731
16657
280
2569
146
1505
13770
6050
844
243
275
1371
2628
23525
247
2978
1955
1547
7180
231
11383
19005
6456
1368
18558
1342
2058
260
5004
2568
15478
155
12641
1303
7174
3272
423
1684
683
760
26404
1311
33630
5481
17636
2684
4848
346
5799
6519
14804
689
3348
3151
3837
8011
174
67
1222
3322
58
3705
190
24700
1183
1452
3932
812
13534
1058
3362
9794
562
3774
1023
2289
4179
8648
8007
402
322
4399
4628
24867
136
5333
1729
7444
1717
528
2907
5093
620
7827
2641
372
1115
3040
644
727
2748
5946
2043
2483
342
330
2027
3370
5330
6385
61969
1366
1968
8344
8725
743
694
777
12684
1085
5863
503
1976
153
4525
7623
5186
5573
2859
3994
18568
627
541
6910
6817
5584
742
829
1089
27285
2216
815
1234
2147
1647
6198
414
4309
765
6912
19251
1728
4234
54571
4965
1268
6377
6094
4759
2246
1077
5610
981
2969
1136
2775
2702
21548
164
4923
2761
1097
4580
3264
953
6203
585
1153
3987
20113
2780
1107
4062
6903
1280
96816
35796
1648
22025
1980
6683
3803
1960
504
1330
524
3963
18888
5082
806
54244
1099
2773
520
3024
6824
2100
6071
11267
12985
5755
20561
5225
2187
512
9216
281
861
6237
2831
9362
1888
193
8265
1716
3072
4543
2191
1644
6093
150
1907
2209
1363
297
66460
4256
1677
3984
32405
1200
16141
2131
12442
7248
3898
573
78423
813
2246
1712
702
3241
115
626
1025
2660
6747
7281
212
3305
6265
7305
1480
672
5927
6188
13780
3241
3905
7129
6235
65
6632
247
3483
1212
26336
328
7764
1395
187
30190
78863
639
9523
255
90
1722
1725
31900
5210
1121
1523
4229
1411
275
731
2890
1665
7541
1918
1968
5293
758
3036
2890
7225
1097
705
97
2958
125
1109382
24010
1873
7093
5533
20187
2195
4048
1298
661
131
625
919
18629
863
8910
150
12426
1593
452
284
632
234257
9107
19106
1273
7716
369
19182
8064
4270
2783
806
681
70
4240
3525
485
504
4594
1070
22041
18102
17685
4036
789
4501
18061
802
934
12092
828
21751
103
13108
2195
3891
16165
2885
2021
6590
846
2106
2661
1963
443
1159
31679
4276
19871
203
3988
36207
756
858
4913
4875
5512
3307
692
233
7684
554
264
1320
2813
12258
13643
1440
1652
11512
5205
4234
1369
275
554
765
1456
250
1190
4654
644
224
3137
3322
6956
152424
2410
62713
905
7035
1453
1724
879
8526
4614
639
775
1204
1027
415
5367
1516
577
3612
9025
3831
9575
4838
90
402
12831
2534
1846
1114
63
2303
5013
4064
2413
3668
3899
2227
690
1078
96
1092
606
565
2781
2097
11782
348
623
13986
9446
4108
3429
1087
82518
518
1566
951
1697
2184
291
2577
4246
9779
4667
2110
