file, text_segment_size, instructions
file760, 103, 956678273
file761, 13108, 1130516774
file762, 2195, 1190842827
file763, 3891, 993792310
file764, 16165, 2789400025
file765, 2885, 1084169248
file766, 2021, 1210528732
file767, 6590, 1822227538
file768, 846, 1064004850
file769, 2106, 960771262
file770, 2661, 976599367
file771, 1963, 1180297215
file772, 443, 1053561666
file773, 1159, 984264259
file774, 31679, 3776744928
file775, 4276, 1363739651
file776, 19871, 2775889970
file777, 203, 945867232
file778, 3988, 1445422879
file779, 36207, 7182587096
file780, 756, 1083354271
file781, 858, 1023608620
file782, 4913, 1031516545
file783, 4875, 1628100551
file784, 5512, 1614416834
file785, 3307, 994070019
file786, 692, 743821148
file787, 233, 689563482
file788, 7684, 782994204
file789, 554, 683088540
file790, 264, 743154239
file791, 1320, 806573775
file792, 2813, 711489328
file793, 12258, 1983349542
file794, 13643, 2573514907
file795, 1440, 681953270
file796, 1652, 693699671
file797, 11512, 3072924863
file798, 5205, 1221879702
file799, 4234, 1290229016
file800, 1369, 688754374
file801, 275, 946564877
file802, 554, 1009790422
file803, 765, 962243589
file804, 1456, 1100434348
file805, 250, 911011287
file806, 1190, 1076398283
file807, 4654, 1687754331
file808, 644, 1011122750
file809, 224, 1000853525
file810, 3137, 976803597
file811, 3322, 1496923609
file812, 6956, 1020264139
file813, 152424, 15328017526
file814, 2410, 1063665855
file815, 62713, 10896913330
file816, 905, 927662806
file817, 7035, 1536439367
file818, 1453, 1177486486
file819, 1724, 1038481900
file820, 879, 961238598
file821, 8526, 1659583707
file822, 4614, 1045926198
file823, 639, 1009599434
file824, 775, 965687316
file825, 1204, 1061483670
file826, 1027, 1076391474
file827, 415, 923509327
file828, 5367, 1428745418
file829, 1516, 1166865221
file830, 577, 1022277543
file831, 3612, 1149746972
file832, 9025, 2140193326
file833, 3831, 1227856076
file834, 9575, 2330698544
file835, 4838, 1269155737
file836, 90, 941958266
file837, 402, 977282218
file838, 12831, 2122173172
file839, 2534, 1188569228
file840, 1846, 1030115450
file841, 1114, 1023206159
file842, 63, 919850565
file843, 2303, 1034569625
file844, 5013, 1372420963
file845, 4064, 1332634733
file846, 2413, 955617464
file847, 3668, 1290322088
file848, 3899, 962326083
file849, 2227, 1005326940
file850, 690, 939910535
file851, 1078, 1037633536
file852, 96, 919571078
file853, 1092, 1095304557
file854, 606, 975704466
file855, 565, 927000685
file856, 2781, 949859919
file857, 2097, 944901000
file858, 11782, 2235101758
file859, 348, 950757684
file860, 623, 1052287161
file861, 13986, 1892804510
file862, 9446, 1682183661
file863, 4108, 1201435472
file864, 3429, 1201004320
file865, 1087, 739918191
file866, 82518, 2267816167
file867, 518, 775581163
file868, 1566, 903670593
file869, 951, 831559609
file870, 1697, 823924164
file871, 2184, 1110273951
file872, 291, 768947288
file873, 2577, 997246637
file874, 4246, 1020350967
file875, 9779, 1793320779
file876, 4667, 1531901622
file877, 2110, 821167097
file878, 25465, 4011113579
file879, 2078, 831729613
file880, 1264, 687179661
file881, 17161, 1700340414
file882, 119315, 10101029535
file883, 56, 909038773
file884, 3056, 1372637629
file885, 1731, 1061667227
file886, 62157, 5977002427
file887, 375, 993254828
file888, 680, 1004445310
file889, 8392, 1346490976
file890, 2246, 1014613497
file891, 1133, 1056802248
file892, 490, 929518254
file893, 64, 931707261
file894, 16660, 2027216969
file895, 1323, 1140536664
file896, 4732, 1245475110
file897, 731, 939352315
file898, 12483, 2187487016
file899, 662, 1066303478
file900, 4047, 1160502404
file901, 8543, 1828913784
file902, 6724, 1023321839
file903, 3201, 1030216190
file904, 3250, 1240099919
file905, 1496, 1031922768
file906, 880, 1111598002
file907, 2495, 1159140625
file908, 2718, 1139287343
file909, 4405, 1435459329
file910, 6313, 1031441924
file911, 765, 968535741
file912, 2781, 961721056
file913, 5296, 1147140896
file914, 42891, 3741938671
file915, 876, 1020165902
file916, 519, 963277245
file917, 2685, 1031997456
file918, 51255, 4609072555
file919, 6711, 1891593528
file920, 2700, 937541177
file921, 9883, 1934382594
file922, 4773, 1028311814
file923, 860, 983254756
file924, 12669, 2892548204
file925, 1371, 990610313
file926, 2984, 1338171302
file927, 137, 948135410
file928, 1000, 1018615365
file929, 9720, 1703110010
file930, 512, 931187076
file931, 378, 1007073647
file932, 10983, 1722892385
file933, 1997, 1143708139
file934, 1289, 1049249484
file935, 94, 946156320
file936, 15287, 1584370883
file937, 12746, 1470925424
file938, 55622, 5806287573
file939, 1596, 1163765381
file940, 5927, 1005771145
file941, 233, 973185423
file942, 864, 1031625795
file943, 5259, 1392315182
file944, 1629, 1000320145
file945, 624, 670855105
file946, 29763, 2321548303
file947, 3591, 1068461735
file948, 2095, 697725234
file949, 2632, 961957777
file950, 1044, 789234782
file951, 2292, 883936616
file952, 22879, 8290801854
file953, 5069, 1148879806
file954, 14890, 2023716752
file955, 449, 769373826
file956, 10553, 1441401141
file957, 15794, 2086420867
file958, 1761, 1004475121
file959, 3225, 854778622
file960, 2656, 1046143082
file961, 9718, 1708094690
file962, 524, 986126523
file963, 365, 1011174701
file964, 4328, 1282011845
file965, 3156, 1326504668
file966, 99, 943171937
file967, 1407, 964682910
file968, 12064, 1866529910
file969, 945, 1107257374
file970, 286, 939891933
file971, 2691, 1136112287
file972, 463576, 43912382761
file973, 715, 943564937
file974, 3360, 1368312606
file975, 1672, 1105820911
file976, 28329, 3484795848
file977, 315, 950791397
file978, 8620, 1663194877
file979, 1354, 1097620108
file980, 267, 958442393
file981, 26052, 1974002988
file982, 178215, 15436913707
file983, 1593, 961411995
file984, 1884, 1046927313
file985, 65, 937260005
file986, 2263, 1172202201
file987, 6001, 1008183901
file988, 4089, 1198309324
file989, 3232, 1235399384
file990, 10051, 2165277188
file991, 1798, 1281181412
file992, 6679, 1122966748
file993, 534, 931945655
file994, 2382, 1021034617
file995, 45011, 7686680737
file996, 372, 965574882
file997, 22254, 3804386460
file998, 731, 931458899
file999, 2049, 976201529
file1000, 2118, 1128963226
file1001, 1006, 1028508251
file1002, 2119, 1060187352
file1003, 548, 996360153
file1004, 367, 1001720335
file1005, 726, 931122478
file1006, 13276, 2365822070
file1007, 16000, 1659858469
file1008, 4640, 1288409398
file1009, 2290, 1156743019
file1010, 270, 955080040
file1011, 1042, 1050798043
file1012, 221, 953439258
file1013, 4844, 1120076647
file1014, 3006, 1263774674
file1015, 191583, 27081867460
file1016, 1128, 942674483
file1017, 476, 984530476
file1018, 4256, 1076644738
file1019, 112, 949382180
file1020, 7618, 1458073607
file1021, 74100, 9751870221
file1022, 1625, 1075216787
file1023, 1881, 1177625108
file1024, 8853, 2732157053
file1025, 6535, 944108206
file1026, 500, 671269975
file1027, 21286, 1645854736
file1028, 155, 658949342
file1029, 439, 681767152
file1030, 6456, 1546339087
file1031, 6663, 1725439880
file1032, 2191, 747595089
file1033, 1967, 922286620
file1034, 1567, 952994802
file1035, 1804, 803921328
file1036, 2295, 839087602
file1037, 140, 704681290
file1038, 1006, 767556048
file1039, 906, 789111881
file1040, 769, 723226075
file1041, 1942, 1219828860
file1042, 173, 973873866
file1043, 89307, 3838388194
file1044, 5229, 1433533873
file1045, 234, 905655251
file1046, 23417, 2084898780
file1047, 451, 1031969536
file1048, 8378, 1872339704
file1049, 878, 954954090
file1050, 4320, 1083342618
file1051, 1693, 956532576
file1052, 4141, 1118610827
file1053, 1534, 1154984451
