file, text_segment_size, instructions
file32455, 2330, 766414998
file32456, 11432, 2273649337
file32457, 13608, 2170000107
file32458, 1357, 822088701
file32459, 60768, 6234122337
file32460, 4351, 1007623586
file32461, 9957, 2030220511
file32462, 4913, 1175560720
file32463, 560, 635908335
file32464, 102, 642863718
file32465, 7717, 1222648347
file32466, 5409, 5392300183
file32467, 21669, 4731122349
file32468, 19072, 3896880446
file32469, 812, 920595227
file32470, 86, 607338571
file32471, 4480, 1349963473
file32472, 5545, 919048115
file32473, 4712, 1541876818
file32474, 30364, 4880313064
file32475, 95, 617696460
file32476, 33036, 4437771726
file32477, 24892, 2877306138
file32478, 44935, 4862653025
file32479, 6977, 1208181129
file32480, 341, 719385311
file32481, 19055, 2836399621
file32482, 2131, 820012344
file32483, 42103, 5727511225
file32484, 136332, 17966697664
file32485, 9296, 2000476227
file32486, 17748, 1942512149
file32487, 1062, 747511273
file32488, 634, 674191758
file32489, 2724, 798288541
file32490, 17157, 2012556891
file32491, 1710, 801128642
file32492, 36225, 5693605000
file32493, 406, 740098777
file32494, 1332, 857933912
file32495, 10878, 2029076523
file32496, 141317, 19106194988
file32497, 3039, 1077849782
file32498, 3775, 792179210
file32499, 8900, 1769356533
file32500, 5670, 5373049500
file32501, 286, 708539669
file32502, 17780, 2287679408
file32503, 5565, 1032768339
file32504, 1329, 696396896
file32505, 34170, 6075951856
file32506, 13394, 1790747857
file32507, 20752, 2704913755
file32508, 8499, 1165463578
file32509, 18900, 3667219197
file32510, 6121, 1244350865
file32511, 335, 652545445
file32512, 11098, 2034636766
file32513, 483, 564184297
file32514, 130737, 12607960699
file32515, 102674, 15447864900
file32516, 13602, 2770105796
file32517, 10838, 1653500202
file32518, 2224, 921418074
file32519, 13397, 1925493812
file32520, 17416, 3028734679
file32521, 16471, 2552108059
file32522, 27681, 3279924208
file32523, 36493, 4483963445
file32524, 4546, 1463038196
file32525, 2872, 824854333
file32526, 109745, 8570377352
file32527, 8134, 1436707306
file32528, 14207, 2001105033
file32529, 21288, 2787389790
file32530, 916, 729958557
file32531, 118, 619626053
file32532, 8987, 2053776985
file32533, 45109, 6244023011
file32534, 2955, 890747035
file32535, 5981, 2218742614
file32536, 9136, 1716568327
file32537, 7028, 1853745450
file32538, 2537, 1501019589
file32539, 7040, 1588097361
file32540, 28713, 7719056946
file32541, 8731, 1418663817
file32542, 18024, 2120800431
file32543, 15175, 2287596970
file32544, 540, 720823932
file32545, 14409, 2011339470
file32546, 9286, 1927004172
file32547, 31233, 3209057464
file32548, 7839, 1414612813
file32549, 24166, 2135520597
file32550, 580566, 7954812165
file32551, 5865, 1135521109
file32552, 10485, 1804397513
file32553, 9560, 1804334046
file32554, 214676, 26958308340
file32555, 1689, 994308603
file32556, 5889, 1423404191
file32557, 8223, 1695746811
file32558, 11069, 1808619382
file32559, 3228, 1353342614
file32560, 1194, 854158477
file32561, 594, 649951089
file32562, 51313, 8986027604
file32563, 80182, 10118778994
file32564, 940, 684409695
file32565, 10965, 1395478776
file32566, 165280, 15050219491
file32567, 1088, 708196557
file32568, 5987, 1181604632
file32569, 15312, 2363028351
file32570, 14391, 1951016487
file32571, 8116, 1314080145
file32572, 5666, 1487445933
file32573, 126683, 9315103154
file32574, 3467, 1080077836
file32575, 11020, 1288735723
file32576, 451, 669044057
file32577, 12651, 1521009234
file32578, 2701, 892047318
file32579, 914787, 70697804703
file32580, 8203, 1210421572
file32581, 5223, 1174243071
file32582, 1110, 700638205
file32583, 484056, 39962854001
file32584, 13035, 1747872551
file32585, 491, 640473513
file32586, 31383, 9364095536
file32587, 1387, 811820269
file32588, 3878, 921315018
file32589, 7265, 1379689354
file32590, 3241, 978659046
file32591, 52, 563492568
file32592, 114971, 15549914722
file32593, 561, 778913243
file32594, 62763, 7080043219
file32595, 33507, 5574037847
