file, text_segment_size, instructions
file354211, 23450, 2495833507
file354212, 3754, 1163498437
file354213, 17115, 2008890610
file354214, 2705, 1086277505
file354215, 5232, 1291584794
file354216, 30695, 2830218331
file354217, 9997, 1575959861
file354218, 18319, 2232022305
file354219, 2427, 1058108711
file354220, 19463, 2130914716
file354221, 13696, 1775688053
file354222, 10119, 1569899008
file354223, 2454, 1048602578
file354224, 47538, 4116721328
file354225, 37345, 3032905035
file354226, 6804, 1226066776
file354227, 182, 858670781
file354228, 14250, 1805216308
file354229, 3112, 1084392092
file354230, 28647, 2909977894
file354231, 21469, 2254744315
file354232, 8499, 1404279035
file354233, 137062, 10313100993
file354234, 2491, 1037227856
file354235, 1556, 949443088
file354236, 3149, 1167133958
file354237, 9346, 1513599481
file354238, 1835, 996147301
file354239, 20693, 2194906027
file354240, 3612, 1103842479
file354241, 3565, 1091224482
file354242, 2665, 1034547019
file354243, 46609, 3879812282
file354244, 4639, 1208260565
file354245, 2635, 1060967020
file354246, 17585, 2025411481
file354247, 55804, 4361053958
file354248, 4987, 1216837347
file354249, 44610, 3945792996
file354250, 3835, 1155279662
file354251, 2295, 1018275848
file354252, 38336, 3382555698
file354253, 1070, 938556001
file354254, 19142, 2112228821
file354255, 10166, 1527340800
file354256, 1550, 993480725
file354257, 20032, 2169503565
file354258, 19577, 2247063131
file354259, 2025, 1043884065
file354260, 86, 862183833
file354261, 10109, 1564874913
file354262, 1316, 1069023742
file354263, 956, 940733465
file354264, 3431, 1089458199
file354265, 30376, 2673053579
file354266, 815, 757520691
file354267, 4992, 1041299469
file354268, 38227, 3218406538
file354269, 16301, 1686575972
file354270, 16335, 1788033476
file354271, 1101, 752282204
file354272, 3456, 945692646
file354273, 19303, 1937904770
file354274, 16922, 1839403146
file354275, 280, 704912692
file354276, 18494, 1923787078
file354277, 863, 739272453
file354278, 3918, 1006341730
file354279, 3338, 962106958
file354280, 22154, 2252625073
file354281, 11664, 1492964543
file354282, 5858, 1057115282
file354283, 9537, 1436312605
file354284, 9107, 1357897664
file354285, 12470, 1460892914
file354286, 14828, 1641186293
file354287, 2805, 936435347
file354288, 1320, 800823950
file354289, 498, 732019906
file354290, 19293, 1950712228
file354291, 62336, 4751613999
file354292, 8450, 1317914743
file354293, 14225, 1598973909
file354294, 1833, 835440079
file354295, 8883, 1346769295
file354296, 903252, 52788126331
file354297, 8923, 1347425611
file354298, 4974, 996895447
file354299, 4205, 989508207
file354300, 4538, 1032643099
file354301, 3075, 922517632
file354302, 12953, 1498606677
file354303, 40729, 2682463954
file354304, 52350, 4273793453
file354305, 88493, 6019575121
file354306, 14888, 1688714519
file354307, 872, 739622204
file354308, 8882, 1348330646
file354309, 2450, 878009659
file354310, 5817, 1097271544
file354311, 16790, 2227108613
file354312, 18603, 1975074701
file354313, 24459, 2297837332
file354314, 2544, 888898800
file354315, 6303, 1108301808
file354316, 89, 639926548
file354317, 146, 684284752
file354318, 44196, 3443004597
file354319, 35216, 3356804494
file354320, 20718, 2015380971
file354321, 1123, 782493231
file354322, 3178, 912703670
file354323, 14572, 1691167839
file354324, 165541, 12236410608
file354325, 37829, 7844566319
file354326, 3297, 1089099134
file354327, 3931, 1156282842
file354328, 4217, 1191841627
file354329, 27120, 2630956672
file354330, 25300, 2487532340
file354331, 17110, 2011856659
file354332, 8765, 1433621525
file354333, 96959, 7502131531
file354334, 39079, 3723653511
file354335, 13550, 1762967259
file354336, 2261, 1048755095
file354337, 5303, 1231983500
file354338, 3185, 1096301878
file354339, 16426, 1861243820
file354340, 10098, 1555396924
file354341, 4893, 1234366389
file354342, 4245, 1099467758
file354343, 946, 947308604
file354344, 104, 844759781
file354345, 6301, 1278275518
file354346, 30531, 2761631993
file354347, 10027, 1491584443
file354348, 9493, 1479522671
file354349, 2851, 1067149146
file354350, 2584, 1076461974
file354351, 9373, 1564427495
file354352, 3117, 1125330198
file354353, 3885, 1114771793
file354354, 1002, 925495481
file354355, 80967, 6237376108
file354356, 131, 846394392
file354357, 2092, 1000094772
file354358, 973, 1006415532
file354359, 26008, 2605985578
file354360, 12111, 1756007345
file354361, 33026, 2998677790
file354362, 1123, 965201181
file354363, 41833, 3472251883
file354364, 725847, 204972694323
file354365, 27954, 2664743892
file354366, 10624, 1529768815
file354367, 53551, 4500388687
file354368, 3179, 1124714076
file354369, 11820, 1760610138
file354370, 5908, 1541644233
file354371, 8954, 1560589584
file354372, 15966, 2003720478
file354373, 17573, 2036175200
file354374, 3635, 1139549978
file354375, 5746, 1233433717
file354376, 2958, 1086007504
file354377, 21090, 2116597763
