file805,250,774800290
file806,1190,927128223
file807,4654,1547663911
file808,644,853758821
file809,224,844344214
file810,3137,818230624
file811,3322,1351070785
file812,6956,851555741
file813,152424,15332732081
file814,2410,898394776
file815,62713,10768577646
file816,905,770373239
file817,7035,1376935289
file818,1453,1003534514
file819,1724,883322931
file820,879,811222075
file821,8526,1499842423
file822,4614,889208702
file823,639,857632548
file824,775,802402179
file825,1204,903132394
file826,1027,904767912
file827,415,741201224
file828,5367,1254393805
file829,1516,1004145776
file830,577,865227587
file831,3612,980949210
file832,9025,1974600179
file833,3831,1057000849
file834,9575,2172062472
file835,4838,1097409017
file836,90,772042301
file837,402,810902395
file838,12831,1966404081
file839,2534,1021160961
file840,1846,862490852
file841,1114,864658569
file842,63,745151439
file843,2303,858081116
file844,5013,1194311094
file845,4064,1154481883
file846,2413,783528557
file847,3668,1118188740
file848,3899,784135275
file849,2227,838064010
file850,690,765675062
file851,1078,851768385
file852,96,739013125
file853,1092,909487008
file854,606,809149501
file855,565,733920732
file856,2781,776345744
file857,2097,768449907
file858,11782,2058900458
file859,348,770520000
file860,623,876723592
file861,13986,1715418588
file862,9446,1497046389
file863,4108,1019288656
file864,3429,1014827327
file865,1087,740691987
file866,82518,2263991018
file867,518,775736303
file868,1566,905160345
file869,951,831893250
file870,1697,824307978
file871,2184,1110638234
file872,291,768277080
file873,2577,999918225
file874,4246,1023285763
file875,9779,1793729988
file876,4667,1532228635
file877,2110,821865363
file878,25465,4012821315
file879,2078,832923576
file880,1264,687348088
file881,17161,1534238410
file882,119315,10025689332
file883,56,713174912
file884,3056,1182012309
file885,1731,868391251
file886,62157,5793726415
file887,375,810655814
file888,680,815349308
file889,8392,1164901240
file890,2246,831812808
file891,1133,857869645
file892,490,736558245
file893,64,746652638
file894,16660,1836234212
file895,1323,951726239
file896,4732,1059268519
file897,731,754871919
file898,12483,1990866525
file899,662,871248534
file900,4047,962188606
file901,8543,1634874651
file902,6724,826992963
file903,3201,837469791
file904,3250,1040429449
file905,1496,840994197
file906,880,917032830
file907,2495,963458819
file908,2718,955054162
file909,4405,1245179045
file910,6313,831339999
file911,765,764813435
file912,2781,774648194
file913,5296,950175167
file914,42891,3552440544
file915,876,812392314
file916,519,774628579
file917,2685,836523218
file918,51255,4411352917
file919,6711,1701017318
file920,2700,730612022
file921,9883,1728103752
file922,4773,837297155
file923,860,785935395
file924,12669,2697240381
file925,1371,789480129
file926,2984,1141907845
file927,137,745949318
file928,1000,817559672
file929,9720,1503155042
file930,512,724367203
file931,378,806321662
file932,10983,1536166130
file933,1997,944065283
file934,1289,851555333
file935,94,746030772
file936,15287,1391582063
file937,12746,1274692384
file938,55622,5611209040
file939,1596,964286298
file940,5927,811098787
file941,233,782348374
file942,864,834200708
file943,5259,1197950877
file944,1629,804297343
file945,624,672435888
file946,29763,2319859818
file947,3591,1070108443
file948,2095,697403558
file949,2632,961593703
file950,1044,790288279
file951,2292,885426074
file952,22879,8314165791
file953,5069,1148627516
file954,14890,2028128543
file955,449,770379309
file956,10553,1442730296
file957,15794,2087969630
file958,1761,1005042473
file959,3225,856305384
file960,2656,1048198273
file961,9718,1479981448
file962,524,756496610
file963,365,783010992
file964,4328,1058518265
file965,3156,1101931753
file966,99,713067416
file967,1407,741533681
file968,12064,1639363841
file969,945,874658617
file970,286,697923626
file971,2691,912131196
file972,463576,43622187406
file973,715,707276490
file974,3360,1148316491
file975,1672,883158291
file976,28329,3265243390
file977,315,720260251
file978,8620,1429803101
file979,1354,878250626
file980,267,722651460
file981,26052,1748523546
file982,178215,15209397512
file983,1593,726993858
file984,1884,824339814
file985,65,699089159
file986,2263,940684652
file987,6001,771846725
file988,4089,972947560
file989,3232,1005229484
file990,10051,1926659286
file991,1798,1044817229
file992,6679,885691219
file993,534,693635810
file994,2382,785290441
file995,45011,7465276428
file996,372,726360235
file997,22254,3581926592
file998,731,697548988
file999,2049,728008022
file1000,2118,899212041
file1001,1006,785579536
file1002,2119,811600786
file1003,548,748352617
file1004,367,764374942
file1005,726,699137947
file1006,13276,2134093526
file1007,16000,1423692724
file1008,4640,1053379824
file1009,2290,914065466
file1010,270,715680268
file1011,1042,804255733
file1012,221,716662793
file1013,4844,871539851
file1014,3006,1029489854
file1015,191583,26779329824
file1016,1128,697559068
file1017,476,737863215
file1018,4256,834993109
file1019,112,709757335
file1020,7618,1212137565
file1021,74100,9529602718
file1022,1625,833801201
file1023,1881,942614493
file1024,8853,2492900637
file1025,6535,944740482
file1026,500,671127427
file1027,21286,1646320756
file1028,155,659380504
file1029,439,681444038
file1030,6456,1547283217
file1031,6663,1727120331
file1032,2191,750393047
file1033,1967,922473218
file1034,1567,952603761
file1035,1804,803943511
file1036,2295,839191020
file1037,140,705493799
file1038,1006,768525679
file1039,906,789535238
file1040,769,723440058
file1041,1942,979643322
file1042,173,728821692
file1043,89307,3565754926
file1044,5229,1175153193
file1045,234,675769663
file1046,23417,1861011373
file1047,451,790620248
file1048,8378,1615161071
file1049,878,695303583
file1050,4320,847895391
file1051,1693,705381059
file1052,4141,875975212
file1053,1534,909157087
file1054,1104,679821946
file1055,10044,1625952304
file1056,62065,5297868745
file1057,3487,929441976
file1058,2066,805050154
file1059,5863,1163389717
file1060,3225,856629684
file1061,2922,806779150
file1062,5115,1121609924
file1063,1597,859299566
file1064,2201,926941732
file1065,486,720955377
file1066,101,677741573
file1067,302917,31589458881
file1068,7423,1660612200
file1069,106651,10880146219
file1070,1810,781596417
file1071,20274,2678838708
file1072,1487,777931215
file1073,8503,1335679618
file1074,91,675692309
file1075,17724,2900365139
file1076,787,678011843
file1077,4736,836939357
file1078,1597,872852186
file1079,7537,790569249
file1080,2105,697011171
file1081,171095,27444571482
file1082,9414,1255543312
file1083,5159,1028468776
file1084,1727,850543541
file1085,3978,928424730
file1086,2459,705047959
file1087,2943,912990656
file1088,2445,1079059024
file1089,1666,853343120
file1090,419,720078459
file1091,792,699655272
file1092,7738,1304430467
file1093,1476,782085100
file1094,415,734952543
file1095,155,691695145
file1096,5905,1436320101
file1097,18008,2590690299
file1098,781,738608635
file1099,1641,893706677
file1100,1852,977099786
file1101,73772,3868026514
file1102,8038,1250799669
file1103,1470,905546675
file1104,259,695025939
file1105,806,680250909
file1106,259,743898126
file1107,3381,1206003237
file1108,429317,39163643911
file1109,4250,822781860
file1110,1399,818207388
file1111,944,725126572
file1112,978,780609869
file1113,252,660857004
file1114,1900,727507346
file1115,577,728050935
file1116,2676,912928504
file1117,22441,2624261683
file1118,1073,731469710
file1119,2129,699879954
file1120,1352,881438141
file1121,829,765307079
file1122,1571,808334433
file1123,26456,2547903606
file1124,29350,4075399651
file1125,1782,755399887
file1126,3585,1058951070
file1127,21625,2211782619
file1128,3215,1132787397
file1129,1600,779515627
file1130,2026,903366646
file1131,1359,826883157
file1132,6607,1117876234
file1133,1049,778866509
file1134,3782,1288427659
file1135,763,785352015
file1136,1384,881505902
file1137,1818,1029893272
file1138,1136,725817030
file1139,1209,774752198
file1140,1188,831316182
file1141,792,678800189
file1142,7419,1283038459
file1143,2285,899015842
file1144,4335,1092394713
file1145,512,791391435
file1146,9712,1601053144
file1147,680,803708334
file1148,4687,1184540316
file1149,2463,923059295
file1150,280,724540775
file1151,472,652591617
file1152,1268,694767333
file1153,1518,863036538
file1154,2405,847591389
file1155,449,745774559
file1156,56620,6498823697
file1157,127,706193285
file1158,10270,1250421673
file1159,359,746557365
file1160,4646,1025877593
file1161,2163,796560812
file1162,5345,1445636887
file1163,17477,2391113931
file1164,8016,1535660125
file1165,5210,1374772149
file1166,203446,22316203689
file1167,1176,748324231
file1168,554,663005419
file1169,1963,867331979
file1170,842,679966010
file1171,812,817896444
file1172,4686,920682932
file1173,1048,774812899
file1174,1957,855377401
file1175,694,809119943
file1176,615,688481096
file1177,187,692204020
file1178,574,806496750
file1179,1364,772343745
file1180,1370,740219955
file1181,1136,720500269
file1182,1293,838740276
file1183,711,685858524
file1184,1628,839713985
file1185,342,714409842
file1186,522,740504523
file1187,13339,855382330
file1188,158,658432635
file1189,2498,1129969193
file1190,190,687191111
file1191,16447,1616219758
file1192,284,717235337
file1193,15251,1150748582
file1194,8998,1931169664
file1195,494,720228694
file1196,511,764256400
file1197,1089,683693216
file1198,9458,1374213455
file1199,15647,2379074729
file1200,1830,856308345
file1201,1620,910578503
file1202,7156,1669773004
file1203,2016,737649298
file1204,520,777805264
file1205,489,820781053
file1206,1401,812783839
file1207,190,722628308
file1208,1130,789709989
file1209,501,713116747
file1210,2474,894402407
file1211,1586,815516255
file1212,593,746465284
file1213,6374,1000134789
file1214,801,740392025
file1215,12185,1912055894
file1216,2341,1011800022
file1217,3304,982265484
file1218,5717,1420997250
file1219,7299,1346111106
file1220,3442,975287947
file1221,6521,1461567261
file1222,1113,752753749
file1223,1213,803761716
file1224,61,696715246
file1225,771,766393015
file1226,719,744696384
file1227,219479,23916271900
file1228,8615,1416175911
file1229,6531,1276001203
file1230,1046,789852775
file1231,20076,1503243227
file1232,3474,1142995484
file1233,5676,1298853380
file1234,121,731112375
file1235,659,798379173
file1236,2763,735571246
file1237,1486,798669181
file1238,2279,895651252
file1239,39384,4430980182
file1240,13709,1521588340
file1241,331,703121276
file1242,13439,900551903
file1243,3245,1013109334
file1244,446,795940948
file1245,2013,876763987
file1246,487,777237092
file1247,4428,1045735115
file1248,650,715778168
file1249,11550,1389392177
file1250,1137,865272349
file1251,18814,2573688030
file1252,1237,819590756
file1253,1688,927577463
file1254,5244,1149258992
file1255,62192,1340985223
file1256,448,781618754
file1257,566,724837155
file1258,20980,2003526934
file1259,1721,934139754
file1260,1903,710021601
file1261,4748,1166464235
file1262,147,691726261
file1263,651,817714689
file1264,671,694034738
file1265,427,735866223
file1266,16243,3247091523
file1267,423,731732393
file1268,25091,2525870371
file1269,362,762304505
file1270,155,690993803
file1271,604101,4606137168
file1272,1945,817686146
file1273,31760,3805118703
file1274,7900,1856301054
file1275,5545,1036265641
file1276,9308,1573297054
file1277,15962,2349531354
file1278,1303,688605951
file1279,1106,733791438
file1280,1166,877989188
file1281,13752,891502130
file1282,6483,1069393656
file1283,24652,3542509731
file1284,12330,2423982106
file1285,725,685266156
file1286,1039,852979845
file1287,3838,1114466629
file1288,6279,1110962681
file1289,326,735728655
file1290,3823,1251117879
file1291,1144,699271367
file1292,206,698532365
file1293,19736,3973076678
file1294,525,782749919
file1295,139,698369708
file1296,5603,1080628372
file1297,2424,948620422
file1298,3303,746393255
file1299,2418,712342448
file1300,6702,1082215606
file1301,950,735410634
file1302,10940,2028933478
file1303,130228,12457964367
file1304,578,714272083
file1305,1030,822179764
file1306,765,727676309
file1307,1051,772509702
file1308,2886,846696707
file1309,8398,1087326375
file1310,2349,997855526
file1311,1704,786093452
file1312,2697,941075834
file1313,420,734506385
file1314,4620,1079257099
file1315,4794,1166873623
file1316,4936,1199766696
file1317,454,733029988
file1318,1892,860256464
file1319,48593,2994016233
file1320,86,698219878
file1321,1909,974182324
file1322,1251,789893099
file1323,9777,1413743661
file1324,1835,816205603
file1325,4170,1022467552
file1326,806,684537922
file1327,213,681572947
file1328,1926,971122939
file1329,664,652470744
file1330,2652,905162391
file1331,4250,977941742
file1332,28195,3006474718
file1333,11921,1195619600
file1334,753,735019146
file1335,12475,2219670951
file1336,1972,709103784
file1337,6481,767898410
file1338,108138,6872520200
file1339,12165,1564848008
file1340,184,701378590
file1341,24406,2044698900
file1342,1008,693497199
file1343,604,681603781
file1344,889,741364414
file1345,120373,11265950151
file1346,14962,2357038928
file1347,806,679312601
file1348,403,743245498
file1349,164,692450635
file1350,389,678196933
file1351,1812,972699149
file1352,1728,743295587
file1353,5349,1209058574
